linux,44.205.129.252
linux,52.4.148.29
linux,18.235.167.96
windows,35.169.58.8
windows,3.85.178.73
windows,3.210.231.109
windows,3.208.228.164
windows,54.164.165.159
windows,54.85.163.100
windows,54.242.22.23
windows,54.90.172.181
windows,3.216.183.179
